fips,percent_diff,state,county,votes_dem,votes_gop,total_votes
2013,15.17105455253297,AK,Alaska,93003,130413,246588
2016,15.17105455253297,AK,Alaska,93003,130413,246588
2020,15.17105455253297,AK,Alaska,93003,130413,246588
2050,15.17105455253297,AK,Alaska,93003,130413,246588
2060,15.17105455253297,AK,Alaska,93003,130413,246588
2068,15.17105455253297,AK,Alaska,93003,130413,246588
2070,15.17105455253297,AK,Alaska,93003,130413,246588
2090,15.17105455253297,AK,Alaska,93003,130413,246588
2100,15.17105455253297,AK,Alaska,93003,130413,246588
2105,15.17105455253297,AK,Alaska,93003,130413,246588
2110,15.17105455253297,AK,Alaska,93003,130413,246588
2122,15.17105455253297,AK,Alaska,93003,130413,246588
2130,15.17105455253297,AK,Alaska,93003,130413,246588
2150,15.17105455253297,AK,Alaska,93003,130413,246588
2164,15.17105455253297,AK,Alaska,93003,130413,246588
2170,15.17105455253297,AK,Alaska,93003,130413,246588
2180,15.17105455253297,AK,Alaska,93003,130413,246588
2185,15.17105455253297,AK,Alaska,93003,130413,246588
2188,15.17105455253297,AK,Alaska,93003,130413,246588
2195,15.17105455253297,AK,Alaska,93003,130413,246588
2198,15.17105455253297,AK,Alaska,93003,130413,246588
2220,15.17105455253297,AK,Alaska,93003,130413,246588
2230,15.17105455253297,AK,Alaska,93003,130413,246588
2240,15.17105455253297,AK,Alaska,93003,130413,246588
2261,15.17105455253297,AK,Alaska,93003,130413,246588
2270,15.17105455253297,AK,Alaska,93003,130413,246588
2275,15.17105455253297,AK,Alaska,93003,130413,246588
2282,15.17105455253297,AK,Alaska,93003,130413,246588
2290,15.17105455253297,AK,Alaska,93003,130413,246588
1001,49.47893434978306,AL,Autauga County,5908,18110,24661
1003,57.78616218514189,AL,Baldwin County,18409,72780,94090
1005,5.6111645813282,AL,Barbour County,4848,5431,10390
1007,55.544124371284866,AL,Bibb County,1874,6733,8748
1009,81.38197289631263,AL,Blount County,2150,22808,25384
1011,-50.86151882578175,AL,Bullock County,3530,1139,4701
1013,13.529073114565342,AL,Butler County,3716,4891,8685
1015,41.3838230327592,AL,Calhoun County,13197,32803,47376
1017,14.806212803019307,AL,Chambers County,5763,7803,13778
1019,69.36113491383415,AL,Cherokee County,1524,8809,10503
1021,66.60640920295809,AL,Chilton County,2909,15068,18255
1023,13.662630709961476,AL,Choctaw County,3109,4102,7268
1025,10.799319727891156,AL,Clarke County,5712,7109,12936
1027,60.80340839926963,AL,Clay County,1234,5230,6572
1029,77.37293325168402,AL,Cleburne County,684,5738,6532
1031,56.70062886949739,AL,Coffee County,4194,15825,20513
1033,38.26037521318931,AL,Colbert County,7296,16718,24626
1035,5.2575271282286415,AL,Conecuh County,3069,3413,6543
1037,30.557151062607694,AL,Coosa County,1780,3376,5223
1039,68.54848906309267,AL,Covington County,2379,13222,15818
1041,45.553422904670505,AL,Crenshaw County,1663,4511,6252
1043,77.80460325124739,AL,Cullman County,3730,32734,37278
1045,50.4377719288822,AL,Dale County,4408,13798,18617
1047,-37.59743726641751,AL,Dallas County,12826,5784,18730
1049,69.37437706049222,AL,DeKalb County,3682,21779,26086
1051,51.97940658447365,AL,Elmore County,8436,27619,36905
1053,36.70544928679419,AL,Escambia County,4698,10282,15213
1055,50.103510143994114,AL,Etowah County,10350,32132,43474
1057,65.23914104441191,AL,Fayette County,1358,6705,8196
1059,60.8030112923463,AL,Franklin County,2197,9466,11955
1061,72.43331332018184,AL,Geneva County,1522,9967,11659
1063,-65.15837104072398,AL,Greene County,4006,838,4862
1065,-19.975031210986266,AL,Hale County,4772,3172,8010
1067,41.62404889609579,AL,Henry County,2286,5623,8017
1069,47.6326433499881,AL,Houston County,10547,30567,42030
1071,62.44888140485927,AL,Jackson County,3663,16643,20785
1073,-7.22723371399223,AL,Jefferson County,151581,130614,290111
1075,69.02322897128842,AL,Lamar County,1035,5819,6931
1077,46.01035735449463,AL,Lauderdale County,9877,27735,38813
1079,48.697257744648844,AL,Lawrence County,3611,10732,14623
1081,23.12200873968232,AL,Lee County,20987,34321,57668
1083,49.45177664974619,AL,Limestone County,9340,28824,39400
1085,-46.89934092270821,AL,Lowndes County,4882,1751,6676
1087,-66.79240969364426,AL,Macon County,7237,1394,8748
1089,16.7827782759464,AL,Madison County,62435,89199,159473
1091,-3.4983558640847643,AL,Marengo County,5607,5224,10948
1093,76.21592317224287,AL,Marion County,1432,11273,12912
1095,69.50950950950951,AL,Marshall County,4913,29217,34965
1097,13.867688371779884,AL,Mobile County,68429,91087,163387
1099,14.34462444771723,AL,Monroe County,4310,5771,10185
1101,-26.16102017510468,AL,Montgomery County,58669,33928,94572
1103,52.36142505651017,AL,Morgan County,11216,37392,49991
1105,-46.051379638439585,AL,Perry County,3823,1403,5255
1107,15.609858858226247,AL,Pickens County,3972,5454,9494
1109,20.284069097888676,AL,Pike County,5039,7681,13025
1111,53.3761105626851,AL,Randolph County,2290,7697,10130
1113,-1.917851170568562,AL,Russell County,9577,9210,19136
1117,50.31751471655511,AL,Shelby County,22927,72846,99208
1115,68.61111843319188,AL,St. Clair County,5550,31579,37937
1119,-49.413237365044594,AL,Sumter County,4739,1581,6391
1121,25.552411343247638,AL,Talladega County,12108,20596,33218
1123,41.591007349762215,AL,Tallapoosa County,5271,12967,18504
1125,19.526851715866258,AL,Tuscaloosa County,31746,47701,81708
1127,67.44178093902813,AL,Walker County,4486,24208,29243
1129,43.15826660386246,AL,Washington County,2366,6031,8492
1131,-42.526661197703035,AL,Wilcox County,4329,1737,6095
1133,81.4627011214042,AL,Winston County,871,9225,10255
5001,30.58213069563807,AR,Arkansas County,1939,3825,6167
5003,36.501806403388564,AR,Ashley County,2408,5338,8027
5005,53.607193950541586,AR,Baxter County,4163,14655,19572
5007,34.85710042222741,AR,Benton County,27894,60751,94262
5009,58.44645550527904,AR,Boone County,2925,12225,15912
5011,23.389549350290295,AR,Bradley County,1317,2163,3617
5013,40.8,AR,Calhoun County,636,1554,2250
5015,32.2728978978979,AR,Carroll County,3334,6773,10656
5017,-15.280790551940227,AR,Chicot County,2350,1716,4149
5019,9.468021518230724,AR,Clark County,3606,4398,8365
5021,29.77584476413516,AR,Clay County,1999,3779,5978
5023,61.43883689839572,AR,Cleburne County,2101,9454,11968
5025,52.652318884510464,AR,Cleveland County,723,2460,3299
5027,26.207989136584814,AR,Columbia County,3140,5456,8837
5029,27.93160648207222,AR,Conway County,2655,4844,7837
5031,35.243651338366504,AR,Craighead County,10474,22798,34968
5033,54.97178966373279,AR,Crawford County,4476,16655,22155
5035,-8.956829978478288,AR,Crittenden County,8368,6953,15798
5037,37.798272580881275,AR,Cross County,1995,4577,6831
5039,12.477198102882161,AR,Dallas County,1165,1507,2741
5041,-7.382867960246095,AR,Desha County,2227,1915,4226
5043,24.465811965811966,AR,Drew County,2364,3967,6552
5045,31.587007160728152,AR,Faulkner County,14525,29170,46364
5047,54.61331740818155,AR,Franklin County,1376,5034,6698
5049,50.653456998313665,AR,Fulton County,1067,3470,4744
5051,34.13739246845328,AR,Garland County,12283,26053,40337
5053,54.74835886214442,AR,Grant County,1407,5160,6855
5055,52.988489807238935,AR,Greene County,3056,10698,14422
5057,28.923253150057278,AR,Hempstead County,2371,4391,6984
5059,42.45450698264918,AR,Hot Spring County,3137,8153,11815
5061,38.951230038843335,AR,Howard County,1350,3155,4634
5063,52.42133452354385,AR,Independence County,2878,9925,13443
5065,54.318013343217196,AR,Izard County,1111,4042,5396
5067,32.96681720007854,AR,Jackson County,1583,3262,5093
5069,-25.26963360978079,AR,Jefferson County,15721,9231,25683
5071,40.58019339779927,AR,Johnson County,2421,6072,8997
5073,25.4673721340388,AR,Lafayette County,1028,1750,2835
5075,49.76017054538994,AR,Lawrence County,1263,4064,5629
5077,-16.844207723035954,AR,Lee County,1735,1229,3004
5079,31.54168851599371,AR,Lincoln County,1252,2455,3814
5081,42.50770416024653,AR,Little River County,1397,3604,5192
5083,51.345834927924486,AR,Logan County,1712,5737,7839
5085,53.291489202719866,AR,Lonoke County,5638,19902,26766
5087,49.10056030669419,AR,Madison County,1587,4917,6782
5089,55.07591545102709,AR,Marion County,1377,5077,6718
5091,43.8339057133937,AR,Miller County,4273,11293,16015
5093,10.51943055021162,AR,Mississippi County,5621,6988,12995
5095,3.68763557483731,AR,Monroe County,1298,1400,2766
5097,53.35268505079826,AR,Montgomery County,735,2573,3445
5099,26.136715125270648,AR,Nevada County,1156,2001,3233
5101,58.32216563923881,AR,Newton County,699,2875,3731
5103,10.393684849711567,AR,Ouachita County,4320,5347,9881
5105,46.14289105150724,AR,Perry County,1035,2979,4213
5107,-26.820423556715983,AR,Phillips County,4292,2443,6894
5109,62.335692618806874,AR,Pike County,684,3150,3956
5111,24.05830020821503,AR,Poinsett County,1878,3149,5283
5113,66.44501908631942,AR,Polk County,1210,6606,8121
5115,50.48038988164307,AR,Pope County,4818,15694,21545
5117,49.67685076380729,AR,Prairie County,812,2503,3404
5119,-17.875710083181172,AR,Pulaski County,89377,61182,157728
5121,48.83573578330429,AR,Randolph County,1425,4508,6313
5125,43.495410902233935,AR,Saline County,13247,35852,51971
5127,62.015246934040434,AR,Scott County,507,2378,3017
5129,63.65603028664143,AR,Searcy County,601,2955,3698
5131,38.07654337993893,AR,Sebastian County,12184,28769,43557
5133,48.83772415319903,AR,Sevier County,1075,3281,4517
5135,54.700973574408906,AR,Sharp County,1472,5405,7190
5123,-11.279007015650297,AR,St. Francis County,4031,3195,7412
5137,52.324950244255476,AR,Stone County,1189,4081,5527
5139,27.751254743542663,AR,Union County,5667,10201,16338
5141,53.93053016453382,AR,Van Buren County,1547,5382,7111
5143,10.39243535117014,AR,Washington County,32296,40418,78153
5145,57.8521729627336,AR,White County,5157,21038,27451
5147,8.901960784313726,AR,Woodruff County,1117,1344,2550
5149,48.95914853654719,AR,Yell County,1472,4600,6389
4001,-36.877646176108044,AZ,Apache County,12196,5315,18659
4003,22.58557953044244,AZ,Cochise County,15291,25036,43147
4005,-19.441785928910058,AZ,Coconino County,25308,16573,44929
4007,32.3675109823348,AZ,Gila County,6746,13672,21398
4009,39.5678029985761,AZ,Graham County,3301,8025,11939
4011,24.668516805427075,AZ,Greenlee County,1092,1892,3243
4012,41.83735550598256,AZ,La Paz County,1318,3381,4931
4013,3.4465286779473745,AZ,Maricopa County,549040,590465,1201934
4015,51.45102373667255,AZ,Mohave County,16485,54656,74189
4017,7.916066536756191,AZ,Navajo County,15362,18165,35409
4019,-13.479801087697707,AZ,Pima County,195649,147019,360762
4021,19.316667555034382,AZ,Pinal County,35737,53857,93805
4023,-47.12582071552995,AZ,Santa Cruz County,10684,3650,14926
4025,31.4259538693684,AZ,Yavapai County,29705,58862,92780
4027,5.520253195613239,AZ,Yuma County,18336,20586,40759
6001,-64.44312168233596,CA,Alameda County,486351,91189,613195
6003,-18.608695652173914,CA,Alpine County,318,211,575
6005,25.22401955079716,CA,Amador County,5904,10239,17186
6007,4.003551629537719,CA,Butte County,38676,42193,87847
6009,23.882869168084532,CA,Calaveras County,7738,13072,22334
6011,13.527449196239004,CA,Colusa County,2659,3551,6594
6013,-43.47383958535671,CA,Contra Costa County,286658,105819,415972
6015,17.61563935476979,CA,Del Norte County,3485,5134,9361
6017,13.885775765454788,CA,El Dorado County,35243,47633,89228
6019,-3.880302400664898,CA,Fresno County,123660,113949,250264
6021,29.03294594306429,CA,Glenn County,3065,5788,9379
6023,-25.903793554524913,CA,Humboldt County,19596,10883,33636
6025,-41.12955378314292,CA,Imperial County,28467,11295,41751
6027,13.669334667333665,CA,Inyo County,3155,4248,7996
6029,15.011137903318406,CA,Kern County,86481,119164,217725
6031,14.089922480620153,CA,Kings County,12902,17446,32250
6033,-3.7408968953622077,CA,Lake County,6240,5752,13045
6035,51.33371713682594,CA,Lassen County,2224,7574,10422
6037,-48.018492710605145,CA,Los Angeles County,1893770,620285,2652072
6039,17.330648221113155,CA,Madera County,13283,19221,34263
6041,-62.86917528492555,CA,Marin County,86650,17531,109941
6043,23.239833277008,CA,Mariposa County,3122,5185,8877
6045,-29.156099693922165,CA,Mendocino County,6905,3571,11435
6047,-7.925122874679586,CA,Merced County,21856,18486,42523
6049,48.07978565049122,CA,Modoc County,798,2413,3359
6051,-11.951882033372138,CA,Mono County,2696,2080,5154
6053,-39.67375563738674,CA,Monterey County,64733,26378,96676
6055,-35.19174114326739,CA,Napa County,26161,11946,40393
6057,-4.549281375909556,CA,Nevada County,16199,14686,33258
6059,-7.680044976907214,CA,Orange County,556544,472669,1092116
6061,11.298594318815933,CA,Placer County,61969,78977,150532
6063,21.0079275198188,CA,Plumas County,3224,5079,8830
6065,-4.3344762818674925,CA,Riverside County,339145,309514,683612
6067,-23.687238784580963,CA,Sacramento County,273768,163024,467526
6069,-20.367630320965173,CA,San Benito County,10050,6471,17572
6071,-9.77900174186642,CA,San Bernardino County,312517,253962,598783
6073,-17.835795150699205,CA,San Diego County,567243,386807,1011651
6075,-76.08918819036668,CA,San Francisco County,312443,34493,365295
6077,-12.886520609431912,CA,San Joaquin County,89791,68316,166647
6079,-8.291390728476822,CA,San Luis Obispo County,63001,52672,124575
6081,-57.686809345423804,CA,San Mateo County,219580,53731,287499
6083,-28.241913484021826,CA,Santa Barbara County,100120,53740,164224
6085,-52.49503905041053,CA,Santa Clara County,483472,137452,659148
6087,-57.287968354932204,CA,Santa Cruz County,85185,20158,113509
6089,37.37354246492268,CA,Shasta County,20471,47587,72554
6091,24.778270509977826,CA,Sierra County,601,1048,1804
6093,20.699737850373058,CA,Siskiyou County,7106,11212,19836
6095,-30.476654257466347,CA,Solano County,97159,49595,156067
6097,-47.91295867365598,CA,Sonoma County,116027,37421,164060
6099,-0.626997393381623,CA,Stanislaus County,73939,72960,156141
6101,16.264090177133657,CA,Sutter County,11831,16780,30429
6103,36.76502732240437,CA,Tehama County,6571,14981,22875
6105,11.3019508057676,CA,Trinity County,1876,2409,4716
6107,12.042803819352656,CA,Tulare County,39099,50488,94571
6109,20.901499659168373,CA,Tuolumne County,8580,13486,23472
6111,-16.800322202409372,CA,Ventura County,170489,118764,307881
6113,-42.04017936511072,CA,Yolo County,34460,13178,50623
6115,24.119099629594455,CA,Yuba County,7234,12313,21058
8001,-7.2314061384725195,CO,Adams County,86471,73807,175125
8003,-1.986370885892417,CO,Alamosa County,3168,3031,6897
8005,-13.749653835502631,CO,Arapahoe County,148365,109638,281658
8007,23.93689986282579,CO,Archuleta County,2489,4234,7290
8009,68.24869482676792,CO,Baca County,278,1716,2107
8011,30.91966173361522,CO,Bent County,581,1166,1892
8013,-48.63156703539197,CO,Boulder County,124715,38766,176735
8014,-14.080659846821272,CO,Broomfield County,19530,14272,37342
8015,4.636785162287481,CO,Chaffee County,4773,5283,10999
8017,72.30483271375465,CO,Cheyenne County,127,905,1076
8019,-2.874186550976139,CO,Clear Creek County,2585,2426,5532
8021,3.3249370277078083,CO,Conejos County,1753,1885,3970
8023,-29.010989010989015,CO,Costilla County,1109,581,1820
8025,48.510919920582396,CO,Crowley County,336,1069,1511
8027,41.18798955613577,CO,Custer County,797,2059,3064
8029,45.231378668747375,CO,Delta County,4048,11584,16661
8031,-56.383587827337266,CO,Denver County,174611,43637,232291
8033,57.642276422764226,CO,Dolores County,227,936,1230
8035,18.113580948840465,CO,Douglas County,67045,100178,182918
8037,-19.897395073194463,CO,Eagle County,12652,8153,22611
8039,54.0506087067372,CO,Elbert County,3056,11536,15689
8041,22.567856151024827,CO,El Paso County,105807,176506,313273
8043,44.748628884826324,CO,Fremont County,5275,15066,21880
8045,7.087511394712854,CO,Garfield County,11205,13071,26328
8047,-1.9585898153329604,CO,Gilpin County,1634,1564,3574
8049,13.485257840949135,CO,Grand County,3319,4467,8513
8051,-19.550489299924724,CO,Gunnison County,5068,3250,9299
8053,24.108658743633278,CO,Hinsdale County,197,339,589
8055,6.468716861081654,CO,Huerfano County,1631,1875,3772
8057,53.01624129930394,CO,Jackson County,171,628,862
8059,-6.995144235273592,CO,Jefferson County,151885,130233,309529
8061,74.44314185228606,CO,Kiowa County,91,726,853
8063,65.54110157763631,CO,Kit Carson County,526,2894,3613
8065,-10.58267716535433,CO,Lake County,1600,1264,3175
8067,-9.208384870776642,CO,La Plata County,15300,12471,30722
8069,-4.923232437840709,CO,Larimer County,92170,82624,193897
8071,15.56850440759002,CO,Las Animas County,2614,3656,6693
8073,61.36552872606161,CO,Lincoln County,399,1873,2402
8075,55.9575345289631,CO,Logan County,1843,7272,9702
8077,36.287996153640684,CO,Mesa County,20958,48129,74876
8079,16.411042944785276,CO,Mineral County,237,344,652
8081,67.88018433179724,CO,Moffat County,874,5293,6510
8083,30.30851566189202,CO,Montezuma County,3920,7771,12706
8085,42.074038917892736,CO,Montrose County,5438,14303,21070
8087,41.857335127860026,CO,Morgan County,3128,8104,11888
8089,25.18856689162366,CO,Otero County,1719,2988,5038
8091,-10.7392759355035,CO,Ouray County,1690,1337,3287
8093,26.373840897999024,CO,Park County,3351,6053,10245
8095,58.104631217838765,CO,Phillips County,436,1791,2332
8097,-45.41253489939348,CO,Pitkin County,7239,2522,10387
8099,46.90638810767376,CO,Prowers County,1173,3508,4978
8101,-0.3310487090763907,CO,Pueblo County,27945,27746,60112
8103,68.36437718277067,CO,Rio Blanco County,433,2782,3436
8105,19.588192419825074,CO,Rio Grande County,1985,3060,5488
8107,-16.976474005228,CO,Routt County,7487,5149,13772
8109,-8.718138160325083,CO,Saguache County,1345,1109,2707
8111,-9.881422924901186,CO,San Juan County,265,215,506
8113,-44.76919508234749,CO,San Miguel County,2960,1030,4311
8115,54.83870967741935,CO,Sedgwick County,267,1015,1364
8117,-27.632152418902933,CO,Summit County,9502,5064,16061
8119,42.47694149123424,CO,Teller County,3547,9580,14203
8121,73.67060561299851,CO,Washington County,289,2284,2708
8123,22.432917258390013,CO,Weld County,45869,75882,133790
8125,65.48027444253859,CO,Yuma County,701,3755,4664
9001,-20.294970008213923,CT,Fairfield County,238723,155457,410279
9003,-21.51125071702499,CT,Hartford County,233789,147912,399219
9005,13.896586407208982,CT,Litchfield County,39836,53376,97434
9007,-7.306395782900839,CT,Middlesex County,45306,38847,88402
9009,-12.03163531599403,CT,New Haven County,203601,158373,375909
9011,-6.727055176788969,CT,New London County,62951,54574,124527
9013,-5.7883195577988555,CT,Tolland County,38450,33989,77069
9015,7.814133285998856,CT,Windham County,21776,25738,50703
11001,-88.72452474738826,DC,District of Columbia,260223,11553,280272
10001,4.90485232919882,DE,Kent County,33347,36989,74253
10003,-29.60132788716019,DE,New Castle County,162905,85507,261468
10005,21.998979341107983,DE,Sussex County,39329,62607,105814
12001,-22.51949901038122,FL,Alachua County,75370,46584,127827
12003,64.76175399715055,FL,Baker County,2112,10294,12634
12005,46.265676813805925,FL,Bay County,21689,62010,87151
12007,49.5040502562407,FL,Bradford County,2924,8913,12098
12009,19.754276461250186,FL,Brevard County,119525,181620,314337
12011,-35.05372266925284,FL,Broward County,546956,258521,822837
12013,56.22218559419812,FL,Calhoun County,1236,4647,6067
12015,27.797099342836084,FL,Charlotte County,33421,60196,96323
12017,39.71855760773967,FL,Citrus County,22765,54377,79590
12019,44.31052151594069,FL,Clay County,27768,74898,106363
12021,26.01448637869857,FL,Collier County,60941,105297,170505
12023,44.46612768330081,FL,Columbia County,7599,20359,28696
12027,27.72047207508596,FL,DeSoto County,3761,6744,10761
12029,63.20466537073035,FL,Dixie County,1270,5822,7202
12031,1.5006974021187962,FL,Duval County,203627,210061,428734
12033,20.616190331708538,FL,Escambia County,57114,88370,151609
12035,20.585930015850067,FL,Flagler County,21985,33804,57413
12037,39.66350158254206,FL,Franklin County,1738,4119,6003
12039,-37.46999411205218,FL,Gadsden County,14994,6721,22079
12041,62.758374910905204,FL,Gilchrist County,1457,6740,8418
12043,39.60964408725603,FL,Glades County,1271,2996,4355
12045,49.52603379585108,FL,Gulf County,1715,5320,7279
12047,28.251696936341958,FL,Hamilton County,1899,3439,5451
12049,40.79450970040913,FL,Hardee County,2147,5238,7577
12051,14.244552494147309,FL,Hendry County,4610,6192,11106
12053,28.985491808517438,FL,Hernando County,31818,59029,93878
12055,32.042817346289674,FL,Highlands County,14901,29509,45589
12057,-6.804890836739083,FL,Hillsborough County,306422,265928,595072
12059,77.874441570656,FL,Holmes County,852,7476,8506
12061,24.490281237092756,FL,Indian River County,28997,48564,79897
12063,37.376768109729966,FL,Jackson County,6383,14231,20997
12065,5.143305850019631,FL,Jefferson County,3537,3930,7641
12067,67.55555555555556,FL,Lafayette County,515,2795,3375
12069,23.1262286783835,FL,Lake County,62597,101888,169898
12071,20.385700298038348,FL,Lee County,124725,191141,325797
12073,-25.11699851900609,FL,Leon County,91936,53777,151925
12075,44.751381215469614,FL,Levy County,5091,13758,19367
12077,57.389984825493165,FL,Liberty County,651,2542,3295
12079,15.55921439491944,FL,Madison County,3526,4849,8503
12081,17.14924294620801,FL,Manatee County,71066,101681,178521
12083,26.22116514313551,FL,Marion County,61958,107710,174485
12085,26.85296415950362,FL,Martin County,30158,53182,85741
12086,-29.564613199546326,FL,Miami-Dade County,623006,333666,978670
12087,6.918980063156903,FL,Monroe County,18949,21885,42434
12089,50.222403678793214,FL,Nassau County,10849,34221,46537
12091,47.76319580357054,FL,Okaloosa County,23711,71788,100657
12093,39.53198356807512,FL,Okeechobee County,3953,9342,13632
12095,-24.640527665811653,FL,Orange County,329579,195091,545800
12097,-25.028396710982204,FL,Osceola County,85287,50252,139981
12099,-15.314004884097773,FL,Palm Beach County,371411,270762,657235
12101,21.57058974976538,FL,Pasco County,89998,141943,240814
12103,1.1024983723958333,FL,Pinellas County,233327,238746,491520
12105,14.105021350959031,FL,Polk County,117182,157216,283828
12107,36.607252235697665,FL,Putnam County,9920,21873,32652
12113,53.4449629426297,FL,Santa Rosa County,18398,65126,87432
12115,11.562783085130127,FL,Sarasota County,97676,124098,228509
12117,1.6285091609211284,FL,Seminole County,105611,109265,224377
12109,33.43011320312041,FL,St. Johns County,43037,88633,136392
12111,2.4415374011411846,FL,St. Lucie County,66812,70248,140731
12119,39.258176884238544,FL,Sumter County,22631,52722,76649
12121,55.29317269076305,FL,Suwannee County,3955,14281,18675
12123,51.44950964543593,FL,Taylor County,2149,6923,9279
12125,62.4099771649394,FL,Union County,1014,4567,5693
12127,13.050126006515459,FL,Volusia County,108793,142763,260304
12129,40.139468196037534,FL,Wakulla County,4348,10507,15344
12131,56.12205369647486,FL,Walton County,6861,25695,33559
12133,57.151830581478826,FL,Washington County,2261,8630,11144
13001,57.9465943167214,GA,Appling County,1434,5492,7003
13003,45.19969278033794,GA,Atkinson County,696,1873,2604
13005,68.55361596009975,GA,Bacon County,607,3356,4010
13007,8.680555555555555,GA,Baker County,650,775,1440
13009,-1.7045101088646968,GA,Baldwin County,7965,7691,16075
13011,78.40483731644112,GA,Banks County,684,6130,6946
13013,50.3850423199667,GA,Barrow County,6580,21105,28828
13015,55.20464559508953,GA,Bartow County,8204,29879,39263
13017,27.62113793685632,GA,Ben Hill County,2098,3734,5923
13019,66.53969221392656,GA,Berrien County,1041,5408,6563
13021,-20.22048108080306,GA,Bibb County,34383,22589,58327
13023,53.1617349006891,GA,Bleckley County,1094,3717,4934
13025,78.63166268894193,GA,Brantley County,619,5561,6285
13027,18.746011486917677,GA,Brooks County,2504,3679,6268
13029,43.17201088760539,GA,Bryan County,4010,10513,15063
13031,23.452445033331955,GA,Bulloch County,8812,14476,24151
13033,-2.556149732620321,GA,Burke County,4730,4491,9350
13035,43.800780837817875,GA,Butts County,2566,6717,9477
13037,-17.251606524962927,GA,Calhoun County,1178,829,2023
13039,33.853917662682605,GA,Camden County,5914,12287,18825
13043,43.59861591695502,GA,Candler County,1023,2661,3757
13045,40.144934162399416,GA,Carroll County,12422,29983,43744
13047,60.697849867974355,GA,Catoosa County,4769,20860,26510
13049,48.55289421157685,GA,Charlton County,1004,2950,4008
13051,-14.47841302481771,GA,Chatham County,58998,43649,106013
13053,11.054913294797688,GA,Chattahoochee County,593,746,1384
13055,58.75576036866359,GA,Chattooga County,1612,6457,8246
13057,49.99593954432664,GA,Cherokee County,25203,80611,110825
13059,-38.043011239004095,GA,Clarke County,29514,12691,44221
13061,-10.30684500393391,GA,Clay County,697,566,1271
13063,-71.9081984849164,GA,Clayton County,75908,11740,89236
13065,42.52967662709783,GA,Clinch County,685,1724,2443
13067,-2.0874690586476485,GA,Cobb County,159416,152602,326424
13069,39.47179044329304,GA,Coffee County,4090,9575,13896
13071,47.321954090641555,GA,Colquitt County,3460,9892,13592
13073,37.69590278859635,GA,Columbia County,18863,43060,64190
13075,40.12918184829414,GA,Cook County,1752,4175,6038
13077,42.30775503547256,GA,Coweta County,16572,42513,61315
13079,42.912546053907306,GA,Crawford County,1419,3632,5157
13081,22.720000000000002,GA,Crisp County,2835,4539,7500
13083,65.43764026931709,GA,Dade County,965,5047,6238
13085,72.22602739726027,GA,Dawson County,1444,9880,11680
13087,18.607149833951944,GA,Decatur County,4104,6009,10238
13089,-64.75795194527345,GA,DeKalb County,239131,47531,295871
13091,45.5325232308792,GA,Dodge County,1836,5021,6995
13093,2.111574556830031,GA,Dooly County,1860,1941,3836
13095,-38.31098010316876,GA,Dougherty County,23224,10227,33925
13097,-10.752200819314913,GA,Douglas County,30971,24803,57365
13099,8.09284818067754,GA,Early County,2165,2552,4782
13101,72.3404255319149,GA,Echols County,156,1006,1175
13103,55.62727078435563,GA,Effingham County,4851,17865,23395
13105,34.908998988877656,GA,Elbert County,2507,5269,7912
13107,36.960959428425625,GA,Emanuel County,2433,5330,7838
13109,35.369239311493615,GA,Evans County,1130,2404,3602
13111,65.47092825569534,GA,Fannin County,1920,9622,11764
13113,19.505853908953913,GA,Fayette County,23255,35034,60387
13115,43.55620437956204,GA,Floyd County,9127,24045,34250
13117,47.653986065725384,GA,Forsyth County,23427,69801,97314
13119,68.57446306348832,GA,Franklin County,1243,7054,8474
13121,-42.12042547025466,GA,Fulton County,281875,110372,407173
13123,66.93935341776135,GA,Gilmer County,1955,10465,12713
13125,78.92086330935251,GA,Glascock County,138,1235,1390
13127,28.624305983960518,GA,Glynn County,11738,21482,34041
13129,63.63395225464191,GA,Gordon County,3176,15171,18850
13131,33.11200609556983,GA,Grady County,3005,6047,9187
13133,25.97667308345601,GA,Greene County,3194,5488,8831
13135,-5.741963566315048,GA,Gwinnett County,165063,146463,323931
13137,66.35044642857143,GA,Habersham County,2483,13184,16128
13139,50.65803544693653,GA,Hall County,16153,51681,70133
13141,-51.903695408734606,GA,Hancock County,2695,841,3572
13143,71.6179199434479,GA,Haralson County,1474,9579,11317
13145,47.88311371400683,GA,Harris County,4082,11931,16392
13147,46.66071251364494,GA,Hart County,2583,7285,10077
13149,62.45839277223014,GA,Heard County,743,3370,4206
13151,-4.346318226791925,GA,Henry County,49902,45641,98037
13153,21.644084017528836,GA,Houston County,22460,35351,59559
13155,49.76769609182837,GA,Irwin County,890,2711,3659
13157,63.883653028791066,GA,Jackson County,4469,21754,27057
13159,46.69215425531915,GA,Jasper County,1544,4353,6016
13161,62.90037335429357,GA,Jeff Davis County,901,4102,5089
13163,-10.845111047014711,GA,Jefferson County,3809,3057,6934
13165,25.84047462096243,GA,Jenkins County,1108,1892,3034
13167,37.561108093427485,GA,Johnson County,1136,2519,3682
13169,34.685404024273396,GA,Jones County,3960,8304,12524
13171,38.495049504950494,GA,Lamar County,2267,5183,7575
13173,41.209367354072,GA,Lanier County,805,1984,2861
13175,29.123817359111477,GA,Laurens County,6737,12401,19448
13177,52.99163476534808,GA,Lee County,3166,10641,14106
13179,-21.178957841064545,GA,Liberty County,9531,6125,16082
13181,36.292682926829265,GA,Lincoln County,1271,2759,4100
13183,30.83475298126065,GA,Long County,1356,2623,4109
